#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4763	NF1	1	10.54	[{'HP:0002624': 0.2}, {'HP:0009732': 1.0}, {'HP:0030693': 0.2}, {'HP:0009592': 0.7}, {'HP:0100545': 0.7}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 1.0}, {'HP:0007663': 0.2}, {'HP:0009733': 1.0}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 1.0}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.7}, {'Arterial stenosis': 0.7}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 1.0}, {'Reduced visual acuity': 0.2}, {'Glioma': 1.0}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1643	DDB2	3514	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
25793	FBXO7	3515	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9907	AP5Z1	3516	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5307	PITX1	3517	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6662	SOX9	3518	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4688	NCF2	3519	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1021	CDK6	3521	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1911	PHC1	3521	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
81704	DOCK8	3522	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55329	MNS1	3523	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5732	PTGER2	3524	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3621	ING1	3525	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
54413	NLGN3	3526	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3551	IKBKB	3527	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10369	CACNG2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55262	TRAPPC14	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6182	MRPL12	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3090	HIC1	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8676	STX11	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
65109	UPF3B	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2222	FDFT1	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23511	NUP188	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
57082	KNL1	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
51663	ZFR	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
953	ENTPD1	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
51807	TUBA8	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
80222	TARS2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
11212	PLPBP	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
80036	TRPM3	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
166336	PRICKLE2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5286	PIK3C2A	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
205327	C2orf69	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
84623	KIRREL3	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10398	MYL9	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10844	TUBGCP2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23309	SIN3B	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1013	CDH15	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
26137	ZBTB20	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
29967	LRP12	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2036	EPB41L1	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
84706	GPT2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7531	YWHAE	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8911	CACNA1I	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
135	ADORA2A	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
80254	CEP63	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6515	SLC2A3	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9024	BRSK2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9662	CEP135	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9276	COPB2	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8766	RAB11A	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
201294	UNC13D	3564	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3596	IL13	3565	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6356	CCL11	3566	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
387082	SUMO4	3567	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6499	SKIV2L	3568	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3854	KRT6B	3569	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
57217	TTC7A	3570	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7134	TNNC1	3571	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1314	COPA	3572	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23384	SPECC1L	3573	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
154288	KHDC3L	3574	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
64175	P3H1	3575	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
30009	TBX21	3576	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1476	CSTB	3577	0.08	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55997	CFC1	3578	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
51256	TBC1D7	3579	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8989	TRPA1	3580	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1439	CSF2RB	3581	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2120	ETV6	3582	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3135	HLA-G	3586	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
117156	SCGB3A2	3586	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
240	ALOX5	3586	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4589	MUC7	3586	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6578	SLCO2A1	3587	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3482	IGF2R	3588	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1385	CREB1	3589	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23509	POFUT1	3590	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
340061	STING1	3591	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4780	NFE2L2	3592	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8795	TNFRSF10B	3593	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3664	IRF6	3594	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8985	PLOD3	3595	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
51729	WBP11	3596	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8328	GFI1B	3597	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
121391	KRT74	3598	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
415	ARSL	3599	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10082	GPC6	3600	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
283	ANG	3601	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6473	SHOX	3602	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2188	FANCF	3603	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
282996	RBM20	3604	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1041	CDSN	3605	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7482	WNT2B	3607	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
100128927	ZBTB42	3607	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10161	LPAR6	3608	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
120766137	HRURF	3609	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3149	HMGB3	3610	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
825	CAPN3	3611	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
283446	MYO1H	3613	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
429	ASCL1	3613	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
388588	SMIM1	3614	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10683	DLL3	3615	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10459	MAD2L2	3617	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
29089	UBE2T	3617	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10491	CRTAP	3618	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3117	HLA-DQA1	3619	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4214	MAP3K1	3620	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2048	EPHB2	3621	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6891	TAP2	3624	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6890	TAP1	3624	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6892	TAPBP	3624	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
84868	HAVCR2	3625	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1855	DVL1	3626	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
434	ASIP	3627	0.07	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3209	HOXA13	3628	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
84433	CARD11	3629	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6098	ROS1	3630	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
56975	FAM20C	3631	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7920	ABHD16A	3632	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2992	GYG1	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5075	PAX1	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2	A2M	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3290	HSD11B1	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4318	MMP9	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3543	IGLL1	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
939	CD27	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
717	C2	3640	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23590	PDSS1	3644	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
79932	KIAA0319L	3644	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6123	RPL3L	3644	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
79717	PPCS	3644	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5803	PTPRZ1	3645	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7474	WNT5A	3646	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
54487	DGCR8	3650	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9993	DGCR2	3650	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8214	DGCR6	3650	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8220	ESS2	3650	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
123041	SLC24A4	3651	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
64170	CARD9	3652	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
359	AQP2	3653	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4620	MYH2	3654	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
11141	IL1RAPL1	3655	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
353238	PADI6	3656	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4998	ORC1	3657	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4929	NR4A2	3659	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9627	SNCAIP	3659	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
57654	UVSSA	3660	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5741	PTH	3661	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3067	HDC	3662	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6041	RNASEL	3663	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4014	LORICRIN	3664	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8192	CLPP	3665	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8456	FOXN1	3666	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55851	PSENEN	3667	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6305	SBF1	3668	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5429	POLH	3669	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8242	KDM5C	3670	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2122	MECOM	3671	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55505	NOP10	3672	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6628	SNRPB	3673	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9636	ISG15	3674	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
80000	GREB1L	3675	0.06	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4477	MSMB	3676	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
79816	TLE6	3677	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
5224	PGAM2	3678	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7503	XIST	3679	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7535	ZAP70	3680	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8309	ACOX2	3681	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
150365	MEI1	3682	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6006	RHCE	3683	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10734	STAG3	3684	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
203859	ANO5	3685	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8419	BFSP2	3686	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
55806	HR	3687	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3181	HNRNPA2B1	3688	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3930	LBR	3689	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2625	GATA3	3690	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
286887	KRT6C	3691	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3178	HNRNPA1	3692	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2000	ELF4	3693	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
444	ASPH	3694	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
369	ARAF	3695	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23301	EHBP1	3696	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10413	YAP1	3697	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10319	LAMC3	3698	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
50945	TBX22	3699	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
51134	CEP83	3700	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1075	CTSC	3701	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6756	SSX1	3703	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6757	SSX2	3703	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4645	MYO5B	3704	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
3849	KRT2	3705	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
84515	MCM8	3706	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1050	CEBPA	3707	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
7284	TUFM	3708	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2535	FZD2	3710	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
9630	GNA14	3710	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
112802	KRT71	3711	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1139	CHRNA7	3712	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
56983	POGLUT1	3713	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
23385	NCSTN	3714	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
57152	SLURP1	3715	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2703	GJA8	3716	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
83706	FERMT3	3717	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4092	SMAD7	3718	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
570	BAAT	3719	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
79703	C11orf80	3720	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
865	CBFB	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8301	PICALM	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6455	SH3GL1	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
26511	CHIC2	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
4026	LPP	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
8028	MLLT10	3726	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2700	GJA3	3727	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
114798	SLITRK1	3728	0.05	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
6448	SGSH	3729	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
412	STS	3730	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
2668	GDNF	3731	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
83879	CDCA7	3732	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
28234	SLCO1B3	3735	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
1524	CX3CR1	3735	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
10599	SLCO1B1	3735	0.04	[]	[]	D - the reported phenotype is NOT consistent with what is expected for the gene/genomic region or not consistent in general.
