Tous	HP:0000001
Absent/petit os du petit orteil le plus interne	HP:0100377
Absent/petit os de l'orteil le plus interne du petit doigt	HP:0100377
Absent/petit os de l'orteil le plus interne du petit doigt	HP:0100377
Os du 5e orteil le plus interne absent/sous-développé	HP:0100377
Phalange distale absente du 3ème orteil	HP:0100378
Phalange distale absente du troisième orteil	HP:0100378
Absence de l'os le plus externe du 3ème orteil	HP:0100378
Aplasie de la phalange distale du 3ème orteil	HP:0100378
Aplasie de la phalange distale du 4ème orteil	HP:0100379
Phalange distale absente du 4ème orteil	HP:0100379
Absence de l'os le plus externe du 4ème orteil	HP:0100379
Aplasie de la phalange distale du 5ème orteil	HP:0100380
Absence de l'os le plus externe du petit orteil	HP:0100380
Absence de l'os le plus externe de l'auriculaire	HP:0100380
Absence de l'os le plus externe du petit orteil	HP:0100380
Phalange médiane absente du 3ème orteil	HP:0100381
Absence de l'os médian du 3ème orteil	HP:0100381
Phalange médiane absente du troisième orteil	HP:0100381
Aplasie de la phalange moyenne du 3ème orteil	HP:0100381
Aplasie de la phalange moyenne du 4ème orteil	HP:0100382
Absence de l'os médian du 4ème orteil	HP:0100382
Aplasie de la phalange moyenne du 5ème orteil	HP:0100383
Absence de l'os médian du petit orteil	HP:0100383
Absence de l'os médian de l'auriculaire	HP:0100383
Absence de l'os médian du petit doigt	HP:0100383
Phalange proximale absente du 3ème orteil	HP:0100384
Absence de l'os le plus interne du 3ème orteil	HP:0100384
Aplasie de la phalange proximale du 3ème orteil	HP:0100384
Aplasie de la phalange proximale du 4ème orteil	HP:0100385
Absence de l'os le plus interne du 4ème orteil	HP:0100385
Aplasie de la phalange proximale du 5ème orteil	HP:0100386
Absence de l'os le plus interne du petit orteil	HP:0100386
Absence de l'os le plus interne de l'auriculaire	HP:0100386
Absence de l'os le plus interne du petit orteil	HP:0100386
Aplasie des phalanges moyennes des orteils	HP:0100387
Os du majeur absents	HP:0100387
Aplasie des phalanges proximales des orteils	HP:0100388
Os les plus internes des orteils absents	HP:0100388
Phalange distale courte du 3ème orteil	HP:0100389
Hypoplasie/petite phalange distale du 3ème orteil	HP:0100389
Phalange distale courte du troisième orteil	HP:0100389
Os court le plus externe du 3ème orteil	HP:0100389
Phalange distale courte du 4ème orteil	HP:0100390
Hypoplasie/petite phalange distale du 4ème orteil	HP:0100390
Phalange distale courte du quatrième orteil	HP:0100390
Os court le plus externe du 4ème orteil	HP:0100390
Phalange distale courte du 5ème orteil	HP:0100391
Hypoplasie/petite phalange distale du 5ème orteil	HP:0100391
Phalange distale courte du cinquième orteil	HP:0100391
Os court le plus externe du petit orteil	HP:0100391
Os court le plus externe de l'auriculaire	HP:0100391
Os court le plus externe du petit orteil	HP:0100391
Phalange médiane courte du 3ème orteil	HP:0100392
Hypoplasie/petite phalange moyenne du 3ème orteil	HP:0100392
Phalange médiane courte du troisième orteil	HP:0100392
Phalange médiane courte du 4ème orteil	HP:0100393
Hypoplasie/petite phalange moyenne du 4ème orteil	HP:0100393
Os moyen court du 4ème orteil	HP:0100393
Phalange médiane courte du quatrième orteil	HP:0100393
Phalange médiane courte du 5ème orteil	HP:0100394
Hypoplasie/petite phalange moyenne du 5ème orteil	HP:0100394
Os médian court du petit orteil	HP:0100394
Os médian court de l'auriculaire	HP:0100394
Os médian court du petit doigt	HP:0100394
Phalange médiane courte du cinquième orteil	HP:0100394
Phalange proximale courte du 3ème orteil	HP:0100395
Hypoplasie/petite phalange proximale du 3ème orteil	HP:0100395
Phalange proximale courte du troisième orteil	HP:0100395
Phalange proximale courte du 4ème orteil	HP:0100396
Hypoplasie/petite phalange proximale du 4ème orteil	HP:0100396
Phalange proximale courte du quatrième orteil	HP:0100396
Phalange proximale courte du quatrième orteil	HP:0100396
Phalange proximale courte du 5ème orteil	HP:0100397
Hypoplasie/petite phalange proximale du 5ème orteil	HP:0100397
Os court le plus interne du petit orteil	HP:0100397
Os court le plus interne de l'orteil du petit doigt	HP:0100397
Os court le plus interne du petit orteil	HP:0100397
Phalange proximale courte du cinquième orteil	HP:0100397
Duplication de la phalange distale du 3ème orteil	HP:0100398
Duplication de la phalange distale du troisième orteil	HP:0100398
Duplication de l'os le plus externe du 3ème orteil	HP:0100398
Duplication partielle/complète de la phalange distale du 3ème orteil	HP:0100398
Duplication de la phalange distale du 4ème orteil	HP:0100399
Duplication de la phalange distale du quatrième orteil	HP:0100399
Duplication de l'os le plus externe du 4ème orteil	HP:0100399
Duplication partielle/complète de la phalange distale du 4ème orteil	HP:0100399
Duplication de la phalange distale du 5ème orteil	HP:0100400
Duplication de la phalange distale du cinquième orteil	HP:0100400
Duplication de l'os le plus externe du cinquième orteil	HP:0100400
Duplication de l'os le plus externe du petit orteil	HP:0100400
Duplication de l'os le plus externe de l'auriculaire	HP:0100400
Duplication de l'os le plus externe du petit orteil	HP:0100400
Duplication partielle/complète de la phalange distale du 5ème orteil	HP:0100400
Duplication de la phalange moyenne du 3ème orteil	HP:0100401
Duplication de l'os médian du 3ème orteil	HP:0100401
Duplication de la phalange moyenne du troisième orteil	HP:0100401
Duplication partielle/complète de la phalange moyenne du 3ème orteil	HP:0100401
Duplication de la phalange moyenne du 4ème orteil	HP:0100402
Duplication de l'os moyen du 4ème orteil	HP:0100402
Duplication de la phalange moyenne du quatrième orteil	HP:0100402
Duplication partielle/complète de la phalange moyenne du 4ème orteil	HP:0100402
Duplication de la phalange moyenne du 5ème orteil	HP:0100403
Duplication de l'os moyen du petit orteil	HP:0100403
Duplication de l'os médian de l'auriculaire	HP:0100403
Duplication de l'os médian de l'auriculaire	HP:0100403
Duplication de la phalange moyenne du cinquième orteil	HP:0100403
Duplication partielle/complète de la phalange moyenne du 5ème orteil	HP:0100403
Duplication de la phalange proximale du 3ème orteil	HP:0100404
Duplication du 3ème os le plus interne du orteil	HP:0100404
Duplication de la phalange proximale du troisième orteil	HP:0100404
Duplication partielle/complète de la phalange proximale du 3ème orteil	HP:0100404
Duplication de la phalange proximale du 4ème orteil	HP:0100405
Duplication de l'os du 4ème orteil le plus interne	HP:0100405
Duplication de la phalange proximale du quatrième orteil	HP:0100405
Duplication partielle/complète de la phalange proximale du 4ème orteil	HP:0100405
Duplication de la phalange proximale du 5ème orteil	HP:0100406
Duplication de l'os le plus interne du petit orteil	HP:0100406
Duplication de l'os le plus interne de l'auriculaire	HP:0100406
Duplication de l'os le plus interne de l'auriculaire	HP:0100406
Duplication de la phalange proximale du cinquième orteil	HP:0100406
Duplication partielle/complète de la phalange proximale du 5ème orteil	HP:0100406
Duplication complète de la phalange distale du 3ème orteil	HP:0100407
Duplication complète de la phalange distale du troisième orteil	HP:0100407
Duplication complète de l'os le plus externe du 3ème orteil	HP:0100407
Duplication complète de la phalange distale du 4ème orteil	HP:0100408
Duplication complète de la phalange distale du quatrième orteil	HP:0100408
Duplication complète de l'os le plus externe du 4ème orteil	HP:0100408
Duplication complète de la phalange distale du 5ème orteil	HP:0100409
Duplication complète de la phalange distale du cinquième orteil	HP:0100409
Duplication complète de l'os le plus externe du petit orteil	HP:0100409
Duplication complète de l'os le plus externe de l'auriculaire	HP:0100409
Duplication complète de l'os le plus externe de l'auriculaire	HP:0100409
Duplication complète de la phalange moyenne du 3ème orteil	HP:0100410
Duplication complète de l'os médian du 3ème orteil	HP:0100410
Duplication complète de la phalange moyenne du troisième orteil	HP:0100410
Duplication complète de la phalange moyenne du 4ème orteil	HP:0100411
Duplication complète de l'os moyen du 4ème orteil	HP:0100411
Duplication complète de la phalange moyenne du quatrième orteil	HP:0100411
Duplication complète de la phalange moyenne du 5ème orteil	HP:0100412
Duplication complète de l'os moyen du petit orteil	HP:0100412
Duplication complète de l'os médian de l'auriculaire	HP:0100412
Duplication complète de l'os médian de l'auriculaire	HP:0100412
Duplication complète de la phalange moyenne du cinquième orteil	HP:0100412
Duplication complète de la phalange proximale du 3ème orteil	HP:0100413
Duplication complète du 3ème os le plus interne du orteil	HP:0100413
Duplication complète de la phalange proximale du 4ème orteil	HP:0100414
Duplication complète de l'os le plus interne du 4ème orteil	HP:0100414
Duplication complète de la phalange proximale du 5ème orteil	HP:0100415
Duplication complète de l'os le plus interne du petit orteil	HP:0100415
Duplication complète de l'os le plus interne de l'auriculaire	HP:0100415
Duplication complète de l'os le plus interne du petit orteil	HP:0100415
Duplication complète de la phalange proximale du cinquième orteil	HP:0100415
Duplication partielle de la phalange distale du 3ème orteil	HP:0100416
Duplication partielle de la phalange distale du troisième orteil	HP:0100416
Duplication partielle de l'os le plus externe du 3ème orteil	HP:0100416
Duplication partielle de la phalange distale du 4ème orteil	HP:0100417
Duplication partielle de la phalange distale du quatrième orteil	HP:0100417
Duplication partielle de l'os le plus externe du quatrième orteil	HP:0100417
Duplication partielle de la phalange distale du 5ème orteil	HP:0100418
Duplication partielle de la phalange distale du cinquième orteil	HP:0100418
Duplication partielle de l'os le plus externe du cinquième orteil	HP:0100418
Duplication partielle de l'os le plus externe du petit orteil	HP:0100418
Duplication partielle de l'os le plus externe de l'auriculaire	HP:0100418
Duplication partielle de l'os le plus externe de l'auriculaire	HP:0100418
Duplication partielle de la phalange moyenne du 3ème orteil	HP:0100419
Duplication partielle de l'os médian du 3ème orteil	HP:0100419
Duplication partielle de la phalange moyenne du troisième orteil	HP:0100419
Duplication partielle de la phalange moyenne du 4ème orteil	HP:0100420
Duplication partielle de l'os moyen du 4ème orteil	HP:0100420
Duplication partielle de la phalange moyenne du quatrième orteil	HP:0100420
Duplication partielle de la phalange moyenne du 5ème orteil	HP:0100421
Duplication partielle de l'os moyen du petit orteil	HP:0100421
Duplication partielle de l'os médian de l'auriculaire	HP:0100421
Duplication partielle de l'os médian de l'auriculaire	HP:0100421
Duplication partielle de la phalange moyenne du cinquième orteil	HP:0100421
Duplication partielle de la phalange proximale du 3ème orteil	HP:0100422
Duplication partielle de l'os le plus interne du 3ème orteil	HP:0100422
Duplication partielle de la phalange proximale du troisième orteil	HP:0100422
Duplication partielle de la phalange proximale du 4ème orteil	HP:0100423
Duplication partielle de l'os le plus interne du 4ème orteil	HP:0100423
Duplication partielle de la phalange proximale du 5ème orteil	HP:0100424
Duplication partielle de l'os le plus interne du petit orteil	HP:0100424
Duplication partielle de l'os le plus interne de l'auriculaire	HP:0100424
Duplication partielle de l'os le plus interne de l'auriculaire	HP:0100424
Duplication partielle de la phalange proximale du cinquième orteil	HP:0100424
Phalange médiane large du 3ème orteil	HP:0100425
Os du 3ème orteil médian large	HP:0100425
Phalange médiane large du 4ème orteil	HP:0100426
Os du 4ème orteil médian large	HP:0100426
Phalange médiane large du 5ème orteil	HP:0100427
Os médian large du petit orteil	HP:0100427
Os médian large de l'auriculaire	HP:0100427
Os médian large du petit orteil	HP:0100427
Phalange proximale large du 3ème orteil	HP:0100428
Os large le plus interne du 3ème orteil	HP:0100428
Phalange proximale large du 4ème orteil	HP:0100429
Os large le plus interne du 4ème orteil	HP:0100429
Phalange proximale large du 5ème orteil	HP:0100430
Os large le plus interne du petit orteil	HP:0100430
Large os le plus interne de l'auriculaire	HP:0100430
Os large le plus interne du petit orteil	HP:0100430
Phalange distale large du 3ème orteil	HP:0100431
Os large le plus externe du 3ème orteil	HP:0100431
Os large le plus externe du 3ème orteil	HP:0100431
Phalange distale large du 4ème orteil	HP:0100432
Os large le plus externe du 4ème orteil	HP:0100432
Os large le plus externe du 4ème orteil	HP:0100432
Phalange distale large du 5ème orteil	HP:0100433
Os large le plus externe du 5ème orteil	HP:0100433
Os large le plus externe du petit orteil	HP:0100433
Os large le plus externe de l'orteil du petit doigt	HP:0100433
Os large le plus externe du petit orteil	HP:0100433
Phalange médiane en forme de balle du 3ème orteil	HP:0100434
Os médian en forme de balle du 3ème orteil	HP:0100434
Phalange médiane en forme de balle du 4ème orteil	HP:0100435
Os médian en forme de balle du 4ème orteil	HP:0100435
Phalange médiane en forme de balle du 5ème orteil	HP:0100436
Os médian en forme de balle du petit orteil	HP:0100436
Os médian en forme de balle de l'auriculaire	HP:0100436
Os médian en forme de balle du petit doigt	HP:0100436
Phalange proximale en forme de balle du 3ème orteil	HP:0100437
Os proximal en forme de balle du 3ème orteil	HP:0100437
Phalange proximale en forme de balle du 4ème orteil	HP:0100438
Os proximal en forme de balle du 4ème orteil	HP:0100438
Phalange proximale en forme de balle du 5ème orteil	HP:0100439
Os le plus interne du petit orteil en forme de balle	HP:0100439
Os le plus interne en forme de balle de l'orteil du petit doigt	HP:0100439
Os le plus interne en forme de balle du petit doigt	HP:0100439
Phalange distale en forme de balle du 3ème orteil	HP:0100440
Os le plus externe en forme de balle du 3ème orteil	HP:0100440
Phalange distale en forme de balle du 4ème orteil	HP:0100441
Os le plus externe en forme de balle du 4ème orteil	HP:0100441
Phalange distale en forme de balle du 5ème orteil	HP:0100442
Os le plus externe du petit orteil en forme de balle	HP:0100442
Os le plus externe en forme de balle de l'auriculaire	HP:0100442
Os le plus externe en forme de balle du petit orteil	HP:0100442
Phalange médiane courbée du 3ème orteil	HP:0100443
Os moyen incurvé du 3ème orteil	HP:0100443
Phalange médiane courbée du 4ème orteil	HP:0100444
Os moyen incurvé du 4ème orteil	HP:0100444
Phalange médiane courbée du 5ème orteil	HP:0100445
Os médian incurvé du petit orteil	HP:0100445
Os médian incurvé de l'auriculaire	HP:0100445
Os médian incurvé du petit doigt	HP:0100445
Phalange proximale courbée du 3ème orteil	HP:0100446
Os courbé le plus interne du 3ème orteil	HP:0100446
Phalange proximale courbée du 4ème orteil	HP:0100447
Os courbé le plus interne du 4ème orteil	HP:0100447
Phalange proximale courbée du 5ème orteil	HP:0100448
Petit os du petit orteil incurvé	HP:0100448
Os de l'orteil du petit doigt incurvé à l'intérieur	HP:0100448
Os du petit doigt incurvé à l'intérieur	HP:0100448
Phalange distale courbée du 3ème orteil	HP:0100449
Os courbé le plus externe du 3ème orteil	HP:0100449
Phalange distale courbée du 4ème orteil	HP:0100450
Os courbé le plus externe du 4ème orteil	HP:0100450
Phalange distale courbée du 5ème orteil	HP:0100451
Os courbé le plus externe du petit orteil	HP:0100451
Os courbé le plus externe de l'orteil du petit doigt	HP:0100451
Os courbé le plus externe du petit orteil	HP:0100451
Défauts ostéolytiques de la phalange moyenne du 3ème orteil	HP:0100452
Défauts ostéolytiques de la phalange moyenne du 4ème orteil	HP:0100453
Défauts ostéolytiques de la phalange moyenne du 5ème orteil	HP:0100454
Défauts ostéolytiques de la phalange proximale du 3ème orteil	HP:0100455
Défauts ostéolytiques de la phalange proximale du 4ème orteil	HP:0100456
Défauts ostéolytiques de la phalange proximale du 5ème orteil	HP:0100457
Défauts ostéolytiques de la phalange distale du 3ème orteil	HP:0100458
Défauts ostéolytiques de l'os le plus externe du 3ème orteil	HP:0100458
Défauts ostéolytiques de la phalange distale du 4ème orteil	HP:0100459
Défauts ostéolytiques de l'os le plus externe du 4ème orteil	HP:0100459
Défauts ostéolytiques de la phalange distale du 5ème orteil	HP:0100460
Défauts ostéolytiques de l'os le plus externe du 5ème orteil	HP:0100460
Sclérose en plaques de la phalange moyenne du 3ème orteil	HP:0100461
Augmentation inégale de la densité osseuse dans l'os moyen du 3ème orteil	HP:0100461
Sclérose en plaques de la phalange moyenne du 4ème orteil	HP:0100462
Augmentation inégale de la densité osseuse dans l'os moyen du 4e orteil	HP:0100462
Sclérose en plaques de la phalange moyenne du 5ème orteil	HP:0100463
Augmentation inégale de la densité osseuse dans l'os moyen du petit orteil	HP:0100463
Augmentation inégale de la densité osseuse dans l'os moyen de l'auriculaire	HP:0100463
Augmentation inégale de la densité osseuse dans l’os moyen du petit orteil	HP:0100463
Sclérose en plaques de la phalange proximale du 3ème orteil	HP:0100464
Augmentation inégale de la densité osseuse dans l'os le plus interne du 3ème orteil	HP:0100464
Sclérose en plaques de la phalange proximale du 4ème orteil	HP:0100465
Augmentation inégale de la densité osseuse dans l’os le plus interne du 4e orteil	HP:0100465
Sclérose en plaques de la phalange proximale du 5ème orteil	HP:0100466
Augmentation inégale de la densité osseuse dans l’os le plus interne du petit orteil	HP:0100466
Augmentation inégale de la densité osseuse dans l'os le plus interne de l'auriculaire	HP:0100466
Augmentation inégale de la densité osseuse dans l’os le plus interne du petit orteil	HP:0100466
Sclérose en plaques de la phalange distale du 3ème orteil	HP:0100467
Augmentation inégale de la densité osseuse dans l'os le plus externe du 3ème orteil	HP:0100467
Sclérose en plaques de la phalange distale du 4ème orteil	HP:0100468
Augmentation inégale de la densité osseuse dans l'os le plus externe du 4e orteil	HP:0100468
Sclérose en plaques de la phalange distale du 5ème orteil	HP:0100469
Augmentation inégale de la densité osseuse dans l’os le plus externe du petit orteil	HP:0100469
Augmentation inégale de la densité osseuse dans l’os de l’orteil le plus externe du petit doigt	HP:0100469
Augmentation inégale de la densité osseuse dans l’os du petit orteil le plus externe	HP:0100469
Symphalangisme affectant la phalange moyenne du 3ème orteil	HP:0100470
Os moyens fusionnés du 3ème orteil	HP:0100470
Symphalangisme affectant la phalange moyenne du 4ème orteil	HP:0100471
Os moyens fusionnés du 4ème orteil	HP:0100471
Symphalangisme affectant la phalange moyenne du 5ème orteil	HP:0100472
Os moyens fusionnés du 5ème orteil	HP:0100472
Symphalangisme affectant la phalange proximale du 3ème orteil	HP:0100473
Os le plus interne du 3e orteil fusionné	HP:0100473
Symphalangisme affectant la phalange proximale du 4ème orteil	HP:0100474
Os les plus internes fusionnés du 4ème orteil	HP:0100474
Symphalangisme affectant la phalange proximale du 5ème orteil	HP:0100475
Os le plus interne du petit orteil fusionné	HP:0100475
Os le plus interne fusionné de l'orteil du petit doigt	HP:0100475
Os le plus interne fusionné du petit orteil	HP:0100475
Symphalangisme affectant la phalange distale du 3ème orteil	HP:0100476
Os le plus externe fusionné du 3ème orteil	HP:0100476
Symphalangisme affectant la phalange distale du 4ème orteil	HP:0100477
Os le plus externe fusionné du 4ème orteil	HP:0100477
Symphalangisme affectant la phalange distale du 5ème orteil	HP:0100478
Os les plus externes fusionnés du petit orteil	HP:0100478
Os les plus externes fusionnés de l'orteil du petit doigt	HP:0100478
Os les plus externes fusionnés du petit orteil	HP:0100478
Symphalangisme proximal/moyen du 3ème orteil	HP:0100480
Os internes et moyens fusionnés du 3e orteil	HP:0100480
Symphalangisme des phalanges moyennes et proximales du 3ème orteil	HP:0100480
Symphalangisme proximal/moyen du 4ème orteil	HP:0100481
Os internes et moyens fusionnés du 4e orteil	HP:0100481
Symphalangisme des phalanges moyennes et proximales du 4ème orteil	HP:0100481
Symphalangisme proximal/moyen du 5ème orteil	HP:0100482
Os du petit orteil fusionné à l'intérieur et au milieu	HP:0100482
Os de l'orteil du petit doigt les plus internes et moyens fusionnés	HP:0100482
Os des orteils du petit doigt les plus internes et moyens fusionnés	HP:0100482
Symphalangisme des phalanges moyennes et proximales du 5ème orteil	HP:0100482
Symphalangisme de la phalange proximale du 2ème orteil avec le 2ème métatarsien	HP:0100483
Os le plus interne du 2e orteil fusionné avec le 2e os long du pied	HP:0100483
Symphalangisme de la phalange proximale du 3ème orteil avec le 3ème métatarsien	HP:0100484
Os les plus internes du troisième orteil fusionnés avec le 3e os long du pied	HP:0100484
Symphalangisme de la phalange proximale du 4ème orteil avec le 4ème métatarsien	HP:0100485
Os le plus interne du 4e orteil fusionné avec le 4e os long du pied	HP:0100485
Symphalangisme de la phalange proximale du 5ème orteil avec le 5ème métatarsien	HP:0100486
L'os de l'orteil le plus interne du petit doigt a été fusionné avec le 5ème os long du pied.	HP:0100486
Phalange distale de forme triangulaire du 5ème orteil	HP:0100487
Os le plus externe du petit orteil, de forme triangulaire	HP:0100487
Os le plus externe de forme triangulaire de l'orteil du petit doigt	HP:0100487
Os le plus externe de forme triangulaire du petit orteil	HP:0100487
Synostose de la phalange proximale de l'hallux avec le 1er métatarsien	HP:0100488
Fusion de l'os le plus interne du gros orteil avec le 1er os long du pied	HP:0100488
Symphalangisme proximal/moyen du 2e orteil	HP:0100489
Os médians et internes fusionnés du 2e orteil	HP:0100489
Symphalangisme des phalanges moyennes et proximales du 2e orteil	HP:0100489
Camptodactylie du doigt	HP:0100490
Camptodactylie des mains	HP:0100490
Camptodactylie de l'articulation interphalangienne proximale	HP:0100490
Contractures des articulations interphalangiennes proximales des doigts	HP:0100490
Contractures de flexion des articulations interphalangiennes proximales	HP:0100490
Flexion permanente du doigt	HP:0100490
Contractures des articulations interphalangiennes proximales des doigts	HP:0100490
Anomalie de l'articulation du membre inférieur	HP:0100491
Anomalie de l'articulation du membre inférieur	HP:0100491
Anomalie des articulations des membres inférieurs	HP:0100491
Contractures articulaires impliquant les articulations des pieds	HP:0100492
Hypoammoniémie	HP:0100493
Morphologie anormale des mastocytes	HP:0100494
Anomalie des mastocytes	HP:0100494
Anomalie des mastocytes	HP:0100494
Mastocytose	HP:0100495
Anomalie du métabolisme de la vitamine B3	HP:0100496
Anomalie du métabolisme de la vitamine B3	HP:0100496
Carence en vitamine B3	HP:0100497
Carence en vitamine B3	HP:0100497
Déviation des orteils	HP:0100498
Déviation tibiale des orteils	HP:0100499
Déviation médiale des orteils	HP:0100499
Déviation fibulaire des orteils	HP:0100500
Déviation latérale des orteils	HP:0100500
Bronchiolite récurrente	HP:0100501
Carence en vitamine B12	HP:0100502
Carence en vitamine B12	HP:0100502
Faibles niveaux de vitamine B1	HP:0100503
Niveau réduit de thiamine dans le sang	HP:0100503
Carence en vitamine B1	HP:0100503
Faibles niveaux de vitamine B2	HP:0100504
Carence en riboflavine	HP:0100504
Carence en vitamine B2	HP:0100504
Faibles niveaux de vitamine B5	HP:0100505
Carence en vitamine B5	HP:0100505
Faibles niveaux de vitamine B8	HP:0100506
Carence en vitamine B8	HP:0100506
Concentration réduite de folate dans le sang	HP:0100507
Carence en folates	HP:0100507
Carence en vitamine B9	HP:0100507
Anomalie du métabolisme des vitamines	HP:0100508
Anomalie du métabolisme des vitamines	HP:0100508
Anomalie du métabolisme de la vitamine C	HP:0100509
Anomalie du métabolisme de la vitamine C	HP:0100509
Faibles niveaux de vitamine C	HP:0100510
Carence en vitamine C	HP:0100510
Anomalie du métabolisme de la vitamine D	HP:0100511
Anomalie du métabolisme de la vitamine D	HP:0100511
Faibles niveaux de vitamine D	HP:0100512
Carence en vitamine D	HP:0100512
Carence en vitamine D	HP:0100512
Faibles niveaux de vitamine E	HP:0100513
Carence en alpha-tocophérol	HP:0100513
Carence en vitamine E	HP:0100513
Anomalie du métabolisme de la vitamine E	HP:0100514
Anomalie du métabolisme de la vitamine E	HP:0100514
Pollakisurie	HP:0100515
Miction constante	HP:0100515
Mictions fréquentes	HP:0100515
Tumeur de l'uretère	HP:0100516
Néoplasie des uretères	HP:0100516
uretère, cancer de	HP:0100516
Tumeur de l'urètre	HP:0100517
Néoplasie de l'urètre	HP:0100517
Dysurie	HP:0100518
Sensation de brûlure sourde à la miction	HP:0100518
Miction douloureuse ou difficile	HP:0100518
Anurie	HP:0100519
Débit urinaire absent	HP:0100519
Oligurie	HP:0100520
Tumeur du thymus	HP:0100521
Thymome	HP:0100522
Abcès du foie	HP:0100523
Abcès hépatique	HP:0100523
Abcès du foie	HP:0100523
Duplication de membres	HP:0100524
Dimélie	HP:0100524
Duplication de membres	HP:0100524
Fistule d'Ouraque	HP:0100525
Tumeur du poumon	HP:0100526
Cancer du poumon	HP:0100526
Tumeur du poumon	HP:0100526
Tumeur du poumon	HP:0100526
Néoplasie de la plèvre	HP:0100527
Blastome pleuropulmonaire	HP:0100528
Concentration anormale de phosphate dans le sang	HP:0100529
Anomalie de l'homéostasie du phosphate	HP:0100529
Niveau anormal d'hormone régulatrice de phosphate de calcium	HP:0100530
Niveau anormal d’hormone régulatrice de Ca-PHOS	HP:0100530
Niveau anormal d’hormone régulatrice Ca2+ PO4	HP:0100530
Déformation des genoux balayée par le vent	HP:0100531
Déformation des genoux balayée par le vent	HP:0100531
Sclérite	HP:0100532
Inflammation de la partie blanche externe de l'œil	HP:0100532
Anomalie inflammatoire de l'oeil	HP:0100533
Anomalie inflammatoire de l'oeil	HP:0100533
Inflammation oculaire	HP:0100533
Épisclérite	HP:0100534
Inflammation de la fine couche située au-dessus de la partie blanche de l'œil	HP:0100534
Diastasis tibiofibulaire	HP:0100535
Anomalie du fascia	HP:0100536
Fasciite	HP:0100537
Inflammation du fascia	HP:0100537
Anomalie des crêtes supraorbitaires	HP:0100538
Anomalie du front du visage	HP:0100538
Déformation des marges supraorbitaires	HP:0100538
Déformation des crêtes supraorbitaires	HP:0100538
Malformation des marges supraorbitaires	HP:0100538
Malformation des crêtes supraorbitaires	HP:0100538
Œdème périorbitaire	HP:0100539
Cellulite périorbitaire	HP:0100539
Œdème périorbitaire	HP:0100539
Œdème palpébral	HP:0100540
Œdème des paupières	HP:0100540
Œdème des paupières	HP:0100540
Œdème des paupières	HP:0100540
Plénitude des paupières	HP:0100540
Œdème des paupières	HP:0100540
Œdème palpébral	HP:0100540
Paupières gonflées	HP:0100540
Couvercles gonflés	HP:0100540
Gonflement des paupières	HP:0100540
Hernie fémorale	HP:0100541
hernie fémorale	HP:0100541
Localisation anormale du rein	HP:0100542
Localisation anormale des reins	HP:0100542
Déficience cognitive	HP:0100543
Anomalie de la cognition	HP:0100543
Anomalie cognitive	HP:0100543
Défauts cognitifs	HP:0100543
Déficits cognitifs	HP:0100543
Déficience cognitive	HP:0100543
Déficience intellectuelle	HP:0100543
Tumeur du coeur	HP:0100544
Néoplasie cardiaque	HP:0100544
Tumeur cardiaque	HP:0100544
Tumeur cardiaque	HP:0100544
Tumeur cardiaque	HP:0100544
Sténose artérielle	HP:0100545
Rétrécissement d'une artère	HP:0100545
Sténose de l'artère carotide	HP:0100546
Sténose carotidienne	HP:0100546
Rétrécissement de l'artère carotide	HP:0100546
Anomalie de la morphologie du cerveau antérieur	HP:0100547
Forme anormale du cerveau antérieur	HP:0100547
Anomalie du cerveau antérieur	HP:0100547
Exstrophie	HP:0100548
Rupture tendineuse	HP:0100550
Rupture des tendons	HP:0100550
Tendon rompu	HP:0100550
Rupture tendineuse	HP:0100550
Rupture tendineuse/musculaire	HP:0100550
Tumeur de la trachée	HP:0100551
Tumeur trachéale	HP:0100551
Tumeur du système trachéobronchique	HP:0100552
Hémihypertrophie du membre inférieur	HP:0100553
Excroissance d'une jambe	HP:0100553
Hémihypertrophie du membre supérieur	HP:0100554
Excroissance d'un bras	HP:0100554
Croissance asymétrique	HP:0100555
Croissance inégale ou disproportionnée d’une partie du corps par rapport à une autre	HP:0100555
Hémiatrophie	HP:0100556
Raccourcissement asymétrique des membres	HP:0100556
Hémiatrophie du corps	HP:0100556
Hémiatrophie du membre inférieur	HP:0100557
Raccourcissement asymétrique des membres inférieurs	HP:0100557
Hémiatrophie du membre supérieur	HP:0100558
Raccourcissement asymétrique des membres supérieurs	HP:0100558
Hémihypotrophie du membre supérieur	HP:0100558
Asymétrie des membres inférieurs	HP:0100559
Les jambes gauche et droite diffèrent en longueur ou en largeur	HP:0100559
Écart de longueur de jambe	HP:0100559
Asymétrie des membres supérieurs	HP:0100560
Taille des bras inégale	HP:0100560
Lésion de la moelle épinière	HP:0100561
Diplomélie	HP:0100562
Duplication de la moelle épinière	HP:0100562
Diastomatomélie	HP:0100563
Triplomélie	HP:0100564
Triplication de la moelle épinière	HP:0100564
Hydromyélie	HP:0100565
Amyélie	HP:0100566
Moelle épinière absente	HP:0100566
Tumeur du système endocrinien	HP:0100568
Néoplasie endocrinienne	HP:0100568
Vertèbres anormalement ossifiées	HP:0100569
Maturation osseuse anormale de la vertèbre	HP:0100569
Ossification vertébrale anormale	HP:0100569
Anomalie d'ossification/minéralisation des vertèbres	HP:0100569
Tumeur carcinoïde	HP:0100570
Carcinoïde	HP:0100570
Tumeurs carcinoïdes	HP:0100570
Tumeur carcinoïde	HP:0100570
Tumeurs carcinoïdes	HP:0100570
